jahr,alt,d_m_le,d_m_vht,d_m_vwt,d_m_ge,d_f_le,d_f_vht,d_f_vwt,d_f_ge,a_m_le,a_m_vht,a_m_vwt,a_m_ge,a_f_le,a_f_vht,a_f_vwt,a_f_ge
2012,07Jährige,337661,0,0,0,320848,0,0,0,16386,0,0,0,15360,0,0,0
2012,08Jährige,345412,0,0,0,328196,0,0,0,18222,0,0,0,17111,0,0,0
2012,09Jährige,345880,0,0,0,328379,0,0,0,18214,0,0,0,17393,0,0,0
2012,10Jährige,352797,0,0,0,334569,0,0,0,18465,0,0,0,17331,0,0,0
2012,11Jährige,361664,0,0,0,342118,0,0,0,18961,0,0,0,17966,0,0,0
2012,12Jährige,375839,0,0,0,357215,0,0,0,21247,0,0,0,20115,2,0,1
2012,13Jährige,363973,0,0,0,344276,0,0,0,34770,0,0,0,33483,2,0,1
2012,14Jährige,370696,0,0,0,352375,2,0,0,36067,0,0,0,34415,2,0,0
2012,15Jährige,382240,0,0,0,363558,3,0,0,37610,0,0,0,35661,8,0,1
2012,16Jährige,376622,0,0,0,357093,15,1,2,37353,5,0,1,35064,22,0,2
2012,17Jährige,365068,9,0,5,346738,46,2,4,36779,19,0,1,33935,112,3,2
2012,18Jährige,369737,73,1,5,350534,677,7,5,39405,94,1,4,35804,689,3,2
2012,19Jährige,384669,347,1,8,364023,2332,6,22,41841,283,0,4,37678,1802,4,13
2012,20Jährige,390774,1152,3,26,369845,5499,6,110,43929,724,0,14,39002,3620,6,39
2012,21Jährige,406269,2837,4,68,380526,10647,22,364,46804,1540,1,30,40677,5976,6,99
2012,22Jährige,447232,6125,7,205,413445,19112,28,848,50325,2838,1,62,42337,9078,11,223
2012,23Jährige,435118,10893,9,436,396953,29985,41,1520,52723,4911,9,158,42582,12653,23,377
2012,24Jährige,441538,18828,5,763,391868,46048,57,2596,53483,7641,9,261,41170,17205,21,627
2012,25Jährige,422983,28670,19,1311,364884,63468,96,3821,51920,10462,7,470,38200,21149,40,880
2012,26Jährige,401544,40920,24,1976,339490,82617,153,5491,49252,13430,14,611,34791,25469,52,1196
2012,27Jährige,370518,54413,35,2750,303794,100791,199,7299,46730,16650,20,982,31500,29939,74,1647
2012,28Jährige,352557,70542,53,3994,278374,122294,270,9466,43751,20331,35,1314,29077,34235,109,2265
2012,29Jährige,332503,91016,59,5656,256302,144497,354,12129,40258,24290,31,1745,26239,38627,161,2952
2012,30Jährige,317364,113255,71,7374,235749,171224,419,15086,38678,29090,33,2333,24287,43952,148,3563
2012,31Jährige,289819,132611,99,9317,212341,190067,547,18033,34717,33348,39,3002,21510,48288,208,4488
2012,32Jährige,267145,151019,138,11499,192766,206763,684,21308,32215,37624,56,3578,19491,51541,292,5276
2012,33Jährige,234252,160781,167,13268,165215,210334,839,23330,28509,39822,71,4163,16797,52846,353,5789
2012,34Jährige,213448,174019,219,15450,149073,218906,945,25718,25740,42077,80,4524,14666,53800,399,6226
2012,35Jährige,195883,185724,213,17652,135976,225405,1187,28435,23576,44305,94,5157,13259,54651,492,6892
2012,36Jährige,175551,193950,277,20088,121356,230244,1386,31122,21988,45968,100,5577,12106,55167,509,7700
2012,37Jährige,158129,198330,325,21722,107003,230188,1661,32582,20732,47175,125,6110,11077,55437,655,8187
2012,38Jährige,149838,209732,407,24333,100977,240177,1862,36412,19215,48178,130,6497,10323,56376,728,8719
2012,39Jährige,143411,220632,492,26922,96156,247892,2142,39879,17018,48358,156,6864,9108,55912,825,8969
2012,40Jährige,150467,249763,669,33381,99437,277861,2804,47227,15702,49002,176,6992,8269,55212,935,8993
2012,41Jährige,162375,286299,919,40666,106984,313723,3650,56841,14320,48603,227,7463,7333,53323,999,9091
2012,42Jährige,161036,303580,1108,46405,104878,330496,4472,64113,13766,48689,255,7715,6824,52475,1068,9316
2012,43Jährige,167470,337208,1348,55349,108219,361528,5561,74944,12238,48591,227,7964,6068,49362,1151,9074
2012,44Jährige,169869,360456,1698,62994,107221,384482,6650,85101,11340,46967,253,7925,5589,46949,1295,8887
2012,45Jährige,166324,380063,2047,70618,104427,402603,8197,92935,10192,43860,296,7361,5064,42828,1305,8330
2012,46Jährige,162122,397978,2481,77348,100943,417502,9732,100141,9090,45388,328,7662,4454,42957,1354,8011
2012,47Jährige,153102,405968,2894,83321,93480,422145,11604,104259,8500,45342,349,7747,4016,41690,1523,7932
2012,48Jährige,147332,419563,3513,89745,89598,435740,13660,109829,7776,44673,385,7437,3654,39888,1611,7818
2012,49Jährige,136542,424781,4025,92826,82840,440029,15936,110063,6772,42180,393,7059,3274,36445,1745,7079
2012,50Jährige,123260,418573,4624,91931,73632,432392,17727,107674,6172,38620,403,6732,2975,34739,1990,6834
2012,51Jährige,113828,420160,5288,93597,68525,433689,20641,106416,5470,33911,402,6162,2592,31333,2003,6114
2012,52Jährige,102470,411269,5681,89580,61202,421402,23347,100796,5474,34156,435,6215,2546,32115,2287,5964
2012,53Jährige,93153,407657,6398,88886,55820,415344,25482,97080,4676,31033,477,5607,2333,28688,2284,5519
2012,54Jährige,82796,389796,6772,82497,49711,395855,27446,88419,4218,29936,486,5423,2116,27228,2347,5183
2012,55Jährige,75271,386426,7458,79426,46099,389539,30452,85086,3751,29413,522,5076,1836,26109,2581,4934
2012,56Jährige,67849,378759,8108,75085,42061,379587,33002,80899,3307,30291,592,5040,1698,27176,2994,4846
2012,57Jährige,60984,372012,8932,70852,38136,369575,36092,76805,3015,27243,553,4545,1645,27662,3537,4698
2012,58Jährige,55422,368642,9713,67604,35483,365028,39654,74680,2708,24061,619,4155,1573,27763,3610,4544
2012,59Jährige,50179,360308,10404,63649,32076,355077,42634,70798,2311,21563,592,3745,1436,26863,3783,4165
2012,60Jährige,46174,363819,11453,60408,29684,351903,47562,68982,2139,22595,635,3633,1397,28032,4377,4329
2012,61Jährige,41978,360177,12226,57084,27117,345408,51748,66341,1936,22128,686,3243,1312,25453,4313,3866
2012,62Jährige,39056,358385,13724,53898,24881,340277,56789,64015,2006,26458,895,3388,1327,28371,5492,4026
2012,63Jährige,34459,349204,14703,49941,22327,327853,60595,59254,1861,27166,921,3216,1200,26207,5566,3636
2012,64Jährige,29188,317488,14408,44374,19097,294344,60738,52636,1761,28295,1035,3108,1097,24298,5662,3516
2012,65Jährige,24887,296020,14790,39330,16629,274793,63082,48129,1608,28296,1141,2951,1059,22417,5608,3066
2012,66Jährige,21263,254546,14266,33102,13833,236390,59353,41642,1354,25774,1082,2530,955,19231,5398,2727
2012,67Jährige,17605,220037,13595,27816,12588,205305,57203,36409,1061,22688,1114,1918,746,16767,5079,2199
2012,68Jährige,22782,302942,20413,35235,16088,278084,82978,47121,1076,21623,1117,1799,707,14784,5122,1959
2012,69Jährige,22626,306756,22968,34052,16739,277680,90749,46909,920,20423,1168,1639,571,12898,4743,1807
2012,70Jährige,21341,292858,24460,30597,16563,262190,96388,43275,892,20405,1218,1568,565,11989,4910,1667
2012,71Jährige,25119,355529,32116,34395,19925,315503,130179,50242,764,18355,1379,1382,606,10166,4824,1495
2012,72Jährige,24838,366468,37150,32574,21196,319757,151895,49537,802,19069,1513,1332,591,10309,5394,1482
2012,73Jährige,22473,354628,38837,29474,21081,304063,163426,45927,706,16813,1388,1238,540,8524,4856,1393
2012,74Jährige,19453,322089,39056,24704,20163,267225,165876,39959,603,15072,1454,1043,507,7489,4771,1325
2012,75Jährige,16367,291512,39018,20484,19556,234272,168230,35208,525,12698,1346,882,498,6416,4351,1116
2012,76Jährige,14486,270642,40230,17809,19233,211982,176709,31443,464,10722,1266,784,399,5177,4006,898
2012,77Jährige,12374,250251,41040,15125,18822,187976,183496,28138,392,8717,1110,637,389,4097,3634,775
2012,78Jährige,10111,217589,40684,12685,17558,157030,181910,24185,349,8139,1133,527,313,3328,3389,664
2012,79Jährige,7240,162551,33834,8600,14649,112336,154026,17649,305,6836,1049,425,300,2837,3209,637
2012,80Jährige,6335,149581,35643,7529,15066,100456,158889,16343,226,5084,959,353,238,2362,2981,556
2012,81Jährige,5681,139546,37493,6305,15764,89823,167136,15491,188,3910,821,297,222,1740,2569,448
2012,82Jährige,5127,132008,40578,5651,16724,82547,178228,15404,174,3415,731,243,241,1648,2631,415
2012,83Jährige,4354,114013,40205,4606,16551,68476,173650,13883,139,2481,676,185,205,1215,2364,322
2012,84Jährige,3449,98119,40614,3945,16025,56419,169181,12998,130,1929,602,142,185,964,2170,297
2012,85 Jahre und mehr,10735,304829,205409,11670,109387,165845,1091380,70597,519,6298,2974,537,1105,3200,12721,1408
2013,00Jährige,330416,0,0,0,313903,0,0,0,19866,0,0,0,18885,0,0,0
2013,01Jährige,331224,0,0,0,314270,0,0,0,19844,0,0,0,18999,0,0,0
2013,02Jährige,323287,0,0,0,307540,0,0,0,21419,0,0,0,20078,0,0,0
2013,03Jährige,333783,0,0,0,318037,0,0,0,19695,0,0,0,18596,0,0,0
2013,04Jährige,329750,0,0,0,312915,0,0,0,19017,0,0,0,17968,0,0,0
2013,05Jährige,338849,0,0,0,322293,0,0,0,19302,0,0,0,18563,0,0,0
2013,06Jährige,339182,0,0,0,321375,0,0,0,18835,0,0,0,17945,0,0,0
2013,07Jährige,332882,0,0,0,315261,0,0,0,18771,0,0,0,17406,0,0,0
2013,08Jährige,338004,0,0,0,321217,0,0,0,18191,0,0,0,17145,0,0,0
2013,09Jährige,346054,0,0,0,328744,0,0,0,19810,0,0,0,18731,0,0,0
2013,10Jährige,346432,0,0,0,328965,0,0,0,19808,0,0,0,18849,0,0,0
2013,11Jährige,353291,0,0,0,335014,0,0,0,20070,0,0,0,18791,0,0,0
2013,12Jährige,362187,0,0,0,342580,0,0,0,20507,0,0,0,19399,3,0,0
2013,13Jährige,376415,0,0,0,357752,0,0,0,22697,0,0,0,21418,3,0,1
2013,14Jährige,365067,0,0,0,345244,0,0,0,35683,0,0,0,34199,3,0,2
2013,15Jährige,371987,0,1,0,353450,2,0,0,36992,0,0,0,35165,10,0,0
2013,16Jährige,383861,1,0,0,364954,9,0,1,39004,4,0,1,36413,38,0,1
2013,17Jährige,378116,2,0,0,358448,48,1,3,38812,15,0,1,35619,129,1,3
2013,18Jährige,366767,68,0,6,347735,599,3,6,41174,134,0,1,36061,704,5,10
2013,19Jährige,372247,326,1,8,351509,2064,9,20,45883,371,0,6,39714,1899,5,8
2013,20Jährige,385891,946,5,21,363395,4657,8,102,49190,761,1,6,43641,3346,8,47
2013,21Jährige,390922,2455,5,67,367173,9289,8,329,51553,1466,1,32,44400,5530,9,95
2013,22Jährige,404933,5236,4,151,375818,16095,30,720,54417,2936,2,67,45394,8430,12,193
2013,23Jährige,443900,9961,8,406,404955,27602,41,1478,59384,4700,2,126,47729,12068,19,346
2013,24Jährige,429710,16684,16,756,385649,40933,65,2397,60569,7174,15,286,47131,15914,38,551
2013,25Jährige,432995,27195,9,1314,376367,60471,79,3717,60946,10349,13,411,44896,20824,38,844
2013,26Jährige,411497,39633,29,2022,347053,79893,128,5289,58369,13418,14,665,41039,24641,59,1120
2013,27Jährige,387720,53952,35,2908,319930,100473,207,7195,54861,16512,25,877,37015,28881,69,1529
2013,28Jährige,355065,68899,44,3934,284065,118724,246,9237,51433,20030,26,1258,33236,33268,85,1999
2013,29Jährige,335025,86987,74,5341,258924,139847,325,11691,47370,23568,36,1663,30462,37194,125,2643
2013,30Jährige,313649,108576,85,7242,236922,161931,433,14411,43352,27347,36,2044,27295,41166,188,3395
2013,31Jährige,299097,130021,90,9271,218284,186906,490,17554,41067,31916,38,2704,25273,46177,172,4007
2013,32Jährige,272542,148401,128,11381,197587,202942,658,20611,36691,35752,50,3443,22283,50083,219,4898
2013,33Jährige,251246,165471,175,13701,180156,217544,804,23976,34307,39912,70,4032,20178,53013,340,5723
2013,34Jährige,220601,172881,207,15526,154958,218937,997,25925,30126,41868,82,4554,17459,54097,380,6255
2013,35Jährige,201664,184329,258,17718,140603,225663,1119,28329,27463,43640,89,4955,15388,54867,428,6662
2013,36Jährige,185517,194366,277,19923,129007,230552,1394,31012,25198,46020,113,5646,13808,55540,534,7331
2013,37Jährige,166887,201139,341,22355,115606,234359,1593,33500,23479,47202,108,6013,12761,55850,544,8203
2013,38Jährige,150864,204233,399,23995,102597,232762,1877,35036,22053,48187,150,6524,11648,56110,671,8682
2013,39Jährige,143544,214015,475,26622,97269,241869,2110,39092,20440,49826,145,6950,10849,56881,792,9216
2013,40Jährige,137596,224256,575,29040,92669,249306,2473,42309,18140,49687,173,7294,9679,56509,854,9400
2013,41Jährige,145210,252419,762,35925,96685,277968,3157,50103,16800,50360,202,7438,8866,55577,993,9497
2013,42Jährige,157557,287929,1052,43582,104356,313080,4082,60084,15293,49755,263,7976,7782,53674,1066,9618
2013,43Jährige,156544,304621,1241,49343,102565,329482,4980,67328,14816,49709,286,8188,7337,52707,1144,9791
2013,44Jährige,163182,337543,1548,58528,105951,360061,6144,78261,13026,49630,267,8416,6474,49769,1285,9615
2013,45Jährige,165788,360227,1941,66232,105128,382507,7331,88481,12109,48141,281,8370,6006,47187,1427,9394
2013,46Jährige,162654,379129,2294,73856,102380,400374,9022,96214,10864,44814,329,7818,5454,43058,1409,8745
2013,47Jährige,158703,396571,2795,80611,99074,414909,10673,103153,9571,45965,363,8057,4725,43132,1458,8408
2013,48Jährige,149918,404304,3257,86196,91784,419722,12630,106691,9000,45933,397,8144,4289,41851,1675,8306
2013,49Jährige,144416,417580,3891,92413,87969,433094,14915,112083,8288,45159,432,7868,3947,39981,1812,8132
2013,50Jährige,133367,423795,4451,94382,81077,438494,17380,110988,7216,42583,461,7349,3535,36595,1896,7470
2013,51Jährige,120779,416387,5101,93716,72402,429600,19303,109040,6603,38911,453,7085,3209,34755,2167,7104
2013,52Jährige,111514,417850,5811,94931,67376,430865,22427,107226,5851,34233,450,6403,2818,31426,2196,6380
2013,53Jährige,100418,408799,6326,90610,60222,418224,25415,101435,5720,34374,493,6447,2800,32078,2499,6179
2013,54Jährige,91174,405264,6993,89419,54912,412025,27632,97580,4993,31256,520,5791,2558,28657,2521,5699
2013,55Jährige,80959,387364,7419,82703,48908,392439,29698,88680,4456,29918,558,5616,2268,27277,2561,5333
2013,56Jährige,73592,383763,8151,79426,45339,385823,32958,85143,3936,29393,606,5229,1965,26098,2786,5030
2013,57Jährige,66251,376033,8831,74844,41365,375652,35728,80806,3501,30256,650,5125,1838,27018,3228,4931
2013,58Jährige,59415,369000,9723,70368,37509,365385,39041,76549,3159,27149,603,4567,1753,27457,3800,4771
2013,59Jährige,53932,365354,10543,66941,34967,360379,42756,74475,2795,23915,676,4204,1664,27472,3871,4649
2013,60Jährige,48674,357466,11205,62428,31512,350454,45970,70192,2355,21372,662,3750,1504,26477,4075,4229
2013,61Jährige,44831,359954,12365,59447,29251,346592,51116,68581,2185,22308,707,3617,1473,27528,4649,4345
2013,62Jährige,40780,355832,13293,56149,26666,339873,55469,65829,1958,21866,750,3251,1366,24970,4598,3882
2013,63Jährige,37845,353869,14719,52822,24468,333941,60902,63461,1977,25957,966,3347,1353,27738,5853,4019
2013,64Jährige,33323,344278,15791,48811,21940,321301,64821,58659,1848,26540,1009,3176,1231,25576,5896,3624
2013,65Jährige,28149,312719,15398,43297,18753,287785,64814,52141,1718,27395,1133,3048,1103,23596,5904,3480
2013,66Jährige,23982,290830,15866,38286,16326,268365,67060,47559,1571,27419,1211,2883,1054,21679,5857,3029
2013,67Jährige,20477,249634,15146,32193,13558,230156,63131,41086,1318,25120,1147,2458,957,18637,5649,2714
2013,68Jährige,16882,215296,14529,26932,12340,199640,60560,35876,1035,22025,1183,1878,749,16147,5316,2190
2013,69Jährige,21814,295982,21706,34077,15712,269795,87740,46417,1037,21046,1175,1757,700,14268,5335,1926
2013,70Jährige,21599,299284,24307,32802,16378,268791,95830,46126,882,19765,1241,1575,569,12425,4942,1761
2013,71Jährige,20338,284919,25808,29469,16182,253017,101463,42460,856,19760,1294,1533,566,11529,5096,1632
2013,72Jährige,23817,344793,33993,33109,19443,303455,136686,49275,735,17669,1437,1347,599,9712,5002,1464
2013,73Jährige,23544,354456,39020,31118,20657,306181,159016,48518,773,18338,1568,1273,576,9747,5648,1438
2013,74Jährige,21193,341729,40724,28144,20556,289632,170512,44848,678,16171,1410,1188,539,8118,5036,1367
2013,75Jährige,18216,309246,40751,23500,19598,252777,172887,38964,566,14424,1492,999,510,7036,4918,1299
2013,76Jährige,15289,278527,40475,19327,18960,220213,174105,34221,506,12078,1386,851,482,6029,4453,1084
2013,77Jährige,13412,256939,41676,16706,18576,197539,181954,30432,435,10207,1277,754,394,4823,4139,867
2013,78Jährige,11464,235756,42467,14154,18113,173448,187915,27041,377,8217,1120,603,377,3826,3717,744
2013,79Jährige,9321,203440,41719,11744,16843,143312,184815,23191,326,7676,1149,500,296,3072,3452,628
2013,80Jährige,6566,150588,34404,7888,13906,101188,155295,16828,283,6373,1054,387,291,2624,3220,604
2013,81Jährige,5770,137062,36115,6874,14273,89330,159039,15529,213,4732,942,318,228,2188,2949,527
2013,82Jährige,5076,126360,37671,5694,14869,78523,165749,14588,161,3632,788,281,216,1567,2567,433
2013,83Jährige,4558,117739,40250,5048,15616,71192,174718,14343,155,3115,690,216,242,1485,2581,395
2013,84Jährige,3831,100294,39350,4066,15285,58139,168136,12829,123,2257,637,166,194,1078,2303,304
2013,85 Jahre und mehr,11873,329457,220887,13079,107168,175808,1106605,71927,585,7190,3273,607,1169,3680,13453,1553
2014,00Jährige,339249,0,0,0,322145,0,0,0,28314,0,0,0,26711,0,0,0
2014,01Jährige,332238,0,0,0,315608,0,0,0,24777,0,0,0,23292,0,0,0
2014,02Jährige,331741,0,0,0,314673,0,0,0,24575,0,0,0,23380,0,0,0
2014,03Jährige,323525,0,0,0,307827,0,0,0,25673,0,0,0,24084,0,0,0
2014,04Jährige,334039,0,0,0,318286,0,0,0,23809,0,0,0,22465,0,0,0
2014,05Jährige,329993,0,0,0,312964,0,0,0,23130,0,0,0,21764,0,0,0
2014,06Jährige,338862,0,0,0,322298,0,0,0,23037,0,0,0,21983,0,0,0
2014,07Jährige,339365,0,0,0,321517,0,0,0,22287,0,0,0,21165,0,0,0
2014,08Jährige,333378,0,0,0,315667,0,0,0,22034,0,0,0,20411,0,0,0
2014,09Jährige,338602,0,0,0,321822,0,0,0,21276,0,0,0,19923,0,0,0
2014,10Jährige,346609,0,0,0,329319,0,0,0,22797,0,0,0,21297,0,0,0
2014,11Jährige,347045,0,0,0,329527,0,0,0,22567,0,0,0,21383,0,0,0
2014,12Jährige,353844,0,0,0,335547,0,0,0,22588,0,0,0,21088,1,0,0
2014,13Jährige,362751,0,0,0,343133,0,0,0,23238,0,0,0,21739,4,0,0
2014,14Jährige,377114,0,0,0,358361,2,0,0,25191,0,0,0,23680,7,0,1
2014,15Jährige,366139,0,0,0,346257,1,0,0,38380,0,0,0,35862,19,0,3
2014,16Jährige,373457,0,2,0,354650,7,0,0,40888,13,0,2,36921,57,0,1
2014,17Jährige,385220,3,0,0,366250,34,0,1,42983,22,0,1,37923,189,2,2
2014,18Jährige,379736,41,0,0,359534,542,1,5,46502,232,2,3,38794,808,3,7
2014,19Jährige,368887,273,1,7,348523,1870,4,15,51288,543,2,4,41748,2050,5,19
2014,20Jährige,373268,910,2,14,350904,4247,11,85,57417,1068,2,11,47246,3872,8,40
2014,21Jährige,385808,2137,7,61,361010,8009,13,300,60163,1753,3,27,49646,5733,15,99
2014,22Jährige,389496,4601,6,159,362704,14414,14,645,62427,2940,6,72,49518,8461,22,190
2014,23Jährige,401754,8718,5,316,368044,23867,41,1243,65910,4956,4,139,51157,11896,18,320
2014,24Jährige,438222,15837,10,703,393365,38897,55,2224,70513,7509,6,235,52604,16085,35,504
2014,25Jährige,421200,24866,21,1213,369892,55560,93,3472,70310,10425,22,415,51225,20260,63,763
2014,26Jährige,421077,38466,14,1980,357142,78054,107,5105,69920,14094,24,639,47824,25397,59,1106
2014,27Jährige,396512,53501,37,2885,326260,98769,168,6936,65579,17323,28,914,43552,29062,83,1441
2014,28Jährige,370507,69926,48,4042,298351,119848,253,9211,61179,20444,34,1151,39100,32924,85,1893
2014,29Jährige,336370,86087,56,5315,262872,137975,322,11258,56643,24083,49,1576,34982,37054,125,2410
2014,30Jährige,314870,105584,93,6965,238608,158315,405,13864,51921,27538,49,2008,31707,40795,157,3073
2014,31Jährige,294701,125849,106,9001,218754,178229,535,16762,46814,30835,52,2417,28329,44400,223,3747
2014,32Jährige,280708,146672,129,11281,202422,200716,593,20220,43913,35268,58,3073,26224,48835,215,4467
2014,33Jährige,255729,163462,152,13541,184079,214499,800,23229,39320,38610,62,3874,23144,52302,271,5311
2014,34Jährige,236096,178712,217,16049,168765,227138,945,26623,37284,42535,86,4402,21224,54955,365,6109
2014,35Jährige,207785,183672,258,17895,145983,226225,1121,28592,32422,44189,102,4972,18428,55805,425,6719
2014,36Jährige,190816,193278,313,20084,133141,231208,1279,30975,29767,45674,112,5363,16385,56252,474,7081
2014,37Jährige,176165,201964,338,22160,123015,234577,1585,33641,27170,47893,128,6122,14926,56643,578,7738
2014,38Jährige,159064,207289,393,24561,110668,237232,1843,36172,25401,48682,120,6456,13604,57049,609,8631
2014,39Jährige,144253,208885,455,26150,98585,234710,2151,37661,23818,49910,178,6986,12695,57051,734,9249
2014,40Jährige,137443,218023,536,28819,93700,243233,2397,41674,22264,51403,184,7415,11721,57822,838,9718
2014,41Jährige,132648,226908,666,31353,90029,249623,2802,45049,19761,51063,197,7729,10489,57201,938,9914
2014,42Jährige,140523,254342,847,38528,94271,277883,3548,52868,18363,51586,233,7947,9712,56219,1071,9902
2014,43Jährige,152892,289401,1184,46302,101920,312350,4537,63200,16677,50876,293,8420,8569,54197,1175,10135
2014,44Jährige,152513,305390,1422,52092,100312,328237,5542,70491,16184,50861,330,8657,8063,53280,1258,10284
2014,45Jährige,159091,337745,1783,61419,103769,358535,6813,81424,14362,50672,313,8814,7163,50227,1410,10080
2014,46Jährige,161979,359637,2153,69438,103076,380636,8179,91439,13275,49208,333,8808,6622,47632,1547,9882
2014,47Jährige,159107,378284,2576,76727,100526,398164,9902,99010,11981,45757,372,8249,6072,43479,1534,9142
2014,48Jährige,155352,395201,3115,83480,97199,412656,11728,105566,10466,46609,407,8500,5174,43483,1649,8777
2014,49Jährige,146868,402841,3595,88569,90088,417402,13804,108737,9886,46316,438,8470,4773,42326,1809,8557
2014,50Jährige,140952,416875,4324,93967,85928,431684,16247,113157,8997,45459,473,8152,4381,40215,1984,8413
2014,51Jährige,130656,421900,4900,96137,79732,435530,18953,112552,7776,42771,505,7676,3967,36728,2104,7744
2014,52Jährige,118385,414302,5576,95020,71254,426891,20940,110047,7095,39216,503,7312,3612,34929,2356,7295
2014,53Jährige,109183,415814,6314,95746,66228,428184,24281,107719,6371,34491,503,6628,3176,31551,2405,6578
2014,54Jährige,98350,406480,6895,91181,59170,415280,27459,101752,6190,34418,552,6639,3140,32186,2696,6368
2014,55Jährige,89239,403086,7614,89394,53986,408875,29953,97626,5359,31341,592,5907,2827,28779,2731,5826
2014,56Jährige,79234,385075,8063,82578,48112,388948,32257,88651,4784,29738,606,5729,2510,27240,2776,5443
2014,57Jährige,71803,381187,8842,79134,44604,382368,35453,84877,4257,29263,651,5302,2201,25972,3023,5109
2014,58Jährige,64650,373281,9600,74256,40690,371739,38588,80453,3757,30105,706,5166,2046,26858,3465,4991
2014,59Jährige,57945,365991,10488,69549,36890,361134,42091,76083,3322,26898,663,4579,1924,27130,4085,4818
2014,60Jährige,52372,362612,11396,65642,34337,355940,46017,73790,2914,23669,732,4208,1803,27053,4169,4630
2014,61Jährige,47284,353860,12134,61361,30954,345372,49457,69701,2467,21018,720,3718,1610,25982,4411,4247
2014,62Jährige,43450,355815,13374,58374,28781,341140,54801,68191,2213,22006,736,3562,1579,26995,4967,4339
2014,63Jährige,39494,351386,14263,54998,26219,334185,59204,65255,1995,21393,792,3168,1434,24393,4894,3862
2014,64Jährige,36599,349114,15753,51681,24065,327375,65247,62896,1977,25399,1041,3313,1440,27084,6227,3993
2014,65Jährige,32161,339209,16902,47434,21555,314458,69182,58089,1838,25789,1074,3107,1284,24876,6175,3566
2014,66Jährige,27154,307573,16458,42135,18402,281138,69004,51545,1687,26495,1189,2969,1150,22816,6166,3444
2014,67Jährige,23098,285557,16858,37331,16061,261786,71001,46973,1556,26665,1289,2786,1091,21000,6095,2980
2014,68Jährige,19692,244729,16048,31225,13288,223968,66769,40543,1301,24385,1225,2361,1000,18017,5889,2675
2014,69Jährige,16199,210539,15426,26073,12097,193756,64029,35340,1029,21386,1227,1815,765,15573,5569,2130
2014,70Jährige,20881,288877,23037,32812,15368,261259,92575,45599,994,20381,1238,1703,729,13713,5587,1882
2014,71Jährige,20626,291368,25691,31605,16007,259762,100839,45315,862,19081,1321,1508,584,11909,5122,1723
2014,72Jährige,19368,276856,27234,28284,15831,243693,106405,41631,831,19063,1367,1445,597,11073,5275,1585
2014,73Jährige,22586,333737,35682,31709,18938,291023,143316,48233,712,17006,1499,1291,606,9227,5196,1427
2014,74Jährige,22246,342077,40913,29617,20054,292310,165992,47496,755,17579,1619,1220,577,9217,5875,1398
2014,75Jährige,19914,328540,42627,26786,19971,275150,177430,43759,679,15463,1431,1122,553,7673,5179,1325
2014,76Jährige,17065,296071,42477,22241,18990,238441,178991,37914,552,13740,1567,951,527,6611,5021,1258
2014,77Jährige,14285,265123,42086,18210,18291,206421,179191,33246,466,11479,1397,828,492,5618,4623,1050
2014,78Jährige,12483,243018,43054,15663,17884,183227,186529,29344,412,9652,1279,718,396,4471,4238,843
2014,79Jährige,10507,221528,43688,13206,17348,159124,191618,25969,353,7791,1119,561,378,3560,3785,713
2014,80Jährige,8522,189392,42394,10874,16064,130263,186537,22150,309,7213,1119,466,282,2817,3488,602
2014,81Jährige,5958,138875,34850,7244,13181,90453,155708,15942,274,5940,1059,365,286,2417,3177,587
2014,82Jährige,5193,124852,36259,6209,13462,78878,158014,14663,201,4383,928,300,221,2005,2913,493
2014,83Jährige,4521,113566,37495,5095,13916,68250,163020,13647,162,3319,783,261,207,1410,2525,415
2014,84Jährige,3986,104478,39429,4537,14450,60787,170275,13337,137,2857,673,192,227,1337,2537,358
2014,85 Jahre und mehr,13332,355073,234840,14560,105087,187285,1128760,73459,674,8384,3520,696,1229,4255,14317,1716
2015,00Jährige,342649,0,0,0,325568,0,0,0,39902,0,0,0,36602,0,0,0
2015,01Jährige,341718,0,0,0,324489,0,0,0,38383,0,0,0,35488,0,0,0
2015,02Jährige,332705,0,0,0,315998,0,0,0,35081,0,0,0,31824,0,0,0
2015,03Jährige,332139,0,0,0,315079,0,0,0,34623,0,0,0,31916,0,0,0
2015,04Jährige,323872,0,0,0,308039,0,0,0,35221,0,0,0,32250,0,0,0
2015,05Jährige,334334,0,0,0,318475,0,0,0,33564,0,0,0,30490,0,0,0
2015,06Jährige,329979,0,0,0,313027,0,0,0,32295,0,0,0,29415,0,0,0
2015,07Jährige,339157,0,0,0,322548,0,0,0,32221,0,0,0,29440,0,0,0
2015,08Jährige,339779,0,0,0,321980,0,0,0,30722,0,0,0,27971,0,0,0
2015,09Jährige,334022,0,0,0,316238,0,0,0,29717,0,0,0,26540,0,0,0
2015,10Jährige,339214,0,0,0,322381,0,0,0,29125,0,0,0,25979,0,0,0
2015,11Jährige,347214,0,0,0,329928,0,0,0,29852,0,0,0,26704,0,0,0
2015,12Jährige,347695,0,0,0,330066,0,0,0,29671,0,0,0,26546,2,0,0
2015,13Jährige,354402,0,0,0,336112,0,0,0,29836,0,0,0,25933,7,0,0
2015,14Jährige,363408,0,0,0,343809,1,0,0,31551,0,0,0,26207,19,0,1
2015,15Jährige,377894,0,0,0,359109,2,0,0,36536,0,0,0,28609,63,0,1
